,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Totall,TO
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,5,1,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
00:00.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,15,8,12,0,0,0,0,1100
00:00.0,0,0,23,10,0,15,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,19,0,0,25,0,0,2310015
00:00.0,8,0,2,4,0,18,62,1,1,3,16,18,0,0,1,0,0,7,0,0,0,3,18,0,0,6,88,10,1,5,0,0,8024018
00:00.0,0,31,47,0,30,0,0,12,0,5,21,1,33,59,33,0,5,8,0,0,1,18,41,7,1,3,7,0,10,0,0,0,31470300
00:00.0,26,62,0,42,73,4,7,12,0,0,15,0,0,14,0,9,5,6,18,9,12,71,1,0,21,0,0,1,37,0,1,0,2662042734
00:00.0,0,18,20,4,2,0,2,1,1,3,46,14,2,43,3,16,4,17,5,2,0,13,2,1,0,1,9,6,37,0,0,0,1820420
00:00.0,0,0,0,16,0,0,42,0,1,1,2,0,0,0,0,9,0,0,0,0,0,11,1,2,7,26,2,35,0,1,0,0,1600
00:00.0,3,0,0,0,0,0,0,0,1,4,1,6,0,0,7,0,0,0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,300000
00:00.0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,7,13,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,1,37,1,0,7,0,1,0,0,0,0,12,0,0,0,15,0,0
00:00.0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,13,6,16,0,0,0,0,0,5,27,0,0,1100010
00:00.0,0,0,52,0,0,0,18,0,17,2,0,0,2,0,0,1,0,0,0,0,25,0,1,0,14,0,0,8,0,0,0,0,52000
00:00.0,0,0,0,0,6,93,0,45,0,8,0,10,0,0,66,0,0,3,0,2,13,86,11,14,0,0,1,61,17,37,0,0,693
00:00.0,22,0,0,5,12,3,8,3,14,0,3,15,7,0,2,1,2,0,0,0,0,0,0,5,8,30,0,4,23,20,4,0,22005123
00:00.0,2,5,0,0,0,0,0,0,0,4,22,23,67,8,3,0,0,0,18,4,0,9,7,6,1,0,0,0,7,13,3,0,250000
00:00.0,3,19,7,5,0,0,8,4,0,2,2,11,29,15,0,8,1,3,2,4,4,11,6,1,3,50,61,0,0,5,0,0,3197500
00:00.0,0,0,15,1,0,0,16,16,37,15,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,11,14,0,0,0,0,15100
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,39,0,0,0,0,0,0,0,0,0,4,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,2,0,0,23,0,35,0,0,5,14,0,0,0,0,0,0,0,28,0,0,0,0,56,0,0,3,1,0,0,0,0,200230
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,39,16,48,7,1,0,0,8,0,0,30,0,0
00:00.0,0,0,15,13,0,0,29,0,0,0,1,29,6,39,1,0,67,0,49,21,4,39,21,70,13,25,25,7,1,1,0,0,151300
00:00.0,0,2,13,9,14,10,12,18,6,6,0,18,12,0,6,32,5,1,13,60,2,8,0,2,16,6,1,2,2,16,3,0,21391410
00:00.0,3,0,2,5,22,9,6,0,13,4,1,9,15,8,1,0,0,0,0,9,0,1,0,1,0,31,0,50,0,0,1,0,3025229
00:00.0,6,0,7,11,22,1,0,0,3,9,32,29,156,341,23,51,20,0,20,0,0,31,12,0,0,21,2,3,13,26,0,0,60711221
00:00.0,0,1,1,7,5,8,53,113,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11758
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,46,11,0,0,0,0,0,92,0,0
00:00.0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,23,45,1,0,7,0,0,500300
00:00.0,0,0,0,0,6,16,0,0,0,10,0,0,8,38,0,0,10,63,0,38,0,28,72,0,2,0,0,0,0,0,0,0,616
00:00.0,0,0,0,1,1,84,0,10,0,0,6,0,0,11,52,2,21,1,0,0,0,1,25,12,5,0,3,10,14,0,0,0,1184
00:00.0,0,59,101,61,21,18,0,0,0,5,5,16,1,122,33,25,0,0,0,11,28,4,5,2,11,2,0,0,0,5,7,0,59101612118
00:00.0,0,0,1,0,13,22,1,4,26,71,22,25,68,1,1,7,19,8,6,2,10,6,12,6,30,0,0,0,0,0,0,0,101322
00:00.0,30,1,0,0,0,12,0,67,18,11,14,1,0,20,0,0,0,0,0,128,64,1,8,7,61,2,4,35,30,0,0,0,30100012
00:00.0,91,41,18,42,3,6,0,0,4,0,0,0,0,0,0,0,4,31,16,10,36,16,28,71,0,0,0,0,0,0,0,0,9141184236
00:00.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,102,38,3,1,0,0,0,0,0,24,0,0,0,1,6,0,0,2,4,0,0,0,0,0,0,0,0,0,10238
00:00.0,0,0,0,0,0,0,10,14,1,2,21,14,40,1,0,0,0,0,0,0,0,3,0,2,18,0,36,4,12,6,1,0,0
00:00.0,24,2,35,36,11,2,4,0,2,40,58,0,0,0,2,4,71,0,14,14,2,4,0,0,0,0,0,0,1,0,0,0,2423536112
00:00.0,2,1,0,8,4,19,58,33,1,22,8,91,0,0,0,0,10,2,8,28,2,2,0,0,0,0,0,12,6,9,5,0,2108419
00:00.0,1,1,0,0,0,35,2,1,4,29,1,0,0,1,4,0,0,1,0,17,34,0,11,6,0,1,0,1,8,8,1,0,1100035
00:00.0,7,0,17,0,0,0,0,0,35,0,40,185,12,0,8,0,0,0,15,5,25,114,86,99,0,0,0,0,14,1,0,0,7017000
00:00.0,1,0,2,0,0,0,20,0,0,0,0,1,7,13,4,0,1,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,102000
00:00.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20000
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,10,0,0,3,4,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
00:00.0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91000
00:00.0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,20,0,0,15,63,23,3,0,35,1,0,0,0,0,0
00:00.0,0,0,0,0,0,0,2,21,0,7,0,2,1,0,2,1,0,1,1,64,50,4,0,0,29,0,0,0,0,0,0,0,0
00:00.0,0,20,0,1,61,34,27,102,3,18,152,30,13,0,0,36,52,19,0,0,22,0,30,2,0,0,0,1,3,2,0,0,20016134
00:00.0,0,18,1,6,6,17,1,19,12,0,18,0,0,0,15,70,25,2,15,16,32,72,136,80,41,27,63,9,48,0,4,0,1816617
00:00.0,38,4,0,0,0,8,3,6,10,0,6,9,4,59,9,37,8,61,0,0,29,11,0,0,119,1,63,0,1,1,18,0,3840008
00:00.0,0,1,0,1,18,35,6,15,14,0,57,14,2,0,1,3,0,4,0,1,0,0,0,3,2,2,0,0,0,0,0,0,1011835
00:00.0,3,10,0,0,0,0,0,281,42,16,0,0,0,0,2,69,1,0,46,3,0,0,0,0,0,0,0,0,0,0,0,0,3100000
00:00.0,2,1,0,0,12,0,0,0,0,0,0,0,0,0,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100120
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,7,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,6,0,0,0,0,0,0,12,0,0,0,0,8120
00:00.0,0,0,33,25,0,0,0,0,0,0,0,0,0,25,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332500
00:00.0,0,0,5,22,0,15,0,1,23,0,2,0,0,2,0,0,7,0,32,1,0,0,4,0,3,3,68,0,15,0,2,0,522015
00:00.0,0,0,85,5,190,0,14,0,35,7,1,12,0,0,0,2,1,27,22,10,9,0,0,0,3,0,0,3,111,40,0,0,8551900
00:00.0,38,88,1,61,10,3,1,1,1,63,11,56,30,3,28,46,32,4,5,13,59,0,0,0,0,0,3,6,0,0,0,0,3888161103
00:00.0,0,4,1,7,2,18,0,0,5,7,65,19,12,8,8,0,5,10,26,48,1,0,0,13,0,0,8,3,39,9,1,0,417218
00:00.0,0,0,0,2,7,0,0,35,10,0,0,5,1,3,0,26,0,3,12,44,1,34,20,5,0,0,58,13,0,0,0,0,270
00:00.0,0,0,27,6,1,8,0,0,33,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,76,0,0,0,0,0,27618
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,4,0,0
00:00.0,6,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,600000
00:00.0,5,6,6,10,0,0,7,0,0,0,11,3,0,1,0,16,1,9,40,0,0,0,0,0,13,38,0,0,0,2,0,0,5661000
00:00.0,4,0,0,9,0,0,2,36,20,15,0,0,33,0,6,0,0,0,0,0,0,0,0,0,2,0,0,2,26,15,0,0,400900
00:00.0,36,29,40,7,0,0,11,2,5,9,4,0,5,0,0,6,1,0,3,0,0,0,2,2,15,0,89,333,17,41,19,0,362940700
00:00.0,8,0,14,2,0,4,75,3,12,0,0,0,1,1,0,29,7,5,70,55,5,1,0,78,8,0,13,35,0,0,56,0,8014204
00:00.0,0,0,5,2,0,13,2,8,0,19,0,3,0,0,8,45,12,4,16,2,0,44,30,58,0,0,0,4,20,3,0,0,52013
00:00.0,0,0,7,1,18,8,23,7,7,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,71188
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,2,0,11,0,10,0,0,0,0
00:00.0,0,0,27,0,0,2,0,3,0,0,0,0,0,0,29,0,2,0,0,0,70,12,1,0,0,19,1,9,2,0,0,0,27002
00:00.0,28,0,10,21,49,45,0,0,0,0,0,0,3,0,0,8,0,35,1,0,4,0,0,0,0,3,28,11,50,12,0,0,28010214945
00:00.0,0,1,19,3,0,16,1,0,6,0,13,2,1,30,1,1,0,0,0,0,0,0,8,0,16,11,0,0,9,20,9,0,1193016
00:00.0,14,23,0,0,31,0,2,0,6,0,5,82,1,1,20,6,3,0,0,65,2,9,0,0,21,34,3,5,0,0,7,0,142300310
00:00.0,1,2,0,3,0,0,13,1,1,1,2,0,4,1,31,1,24,2,5,6,0,0,2,0,15,29,7,0,18,0,0,0,120300
00:00.0,5,0,0,0,0,1,20,27,87,0,0,0,0,0,31,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,500001
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,20,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1,0,0,4,0,0
00:00.0,11,0,49,8,5,0,0,0,0,0,0,0,0,0,9,0,9,0,0,5,0,5,0,0,0,0,1,0,21,0,0,0,11049850
00:00.0,0,5,0,0,3,23,10,0,0,20,17,25,0,14,0,0,1,1,15,3,0,24,11,17,3,13,0,10,3,17,0,0,500323
00:00.0,46,0,13,11,0,0,0,0,0,0,9,40,0,1,0,3,13,15,56,0,7,0,0,0,11,2,23,17,19,28,0,0,460131100
00:00.0,35,34,7,0,0,1,1,33,7,0,0,7,9,1,21,1,0,25,21,84,23,32,14,0,0,0,0,0,0,0,0,0,35347001
00:00.0,0,0,7,5,2,26,22,9,79,94,15,7,0,11,0,0,32,28,0,5,1,3,12,9,37,3,2,0,0,0,0,0,75226
00:00.0,1,5,9,0,1,4,0,25,3,1,0,0,0,1,18,36,17,1,10,5,13,0,0,0,11,1,26,19,0,0,0,0,159014
00:00.0,0,40,1,0,0,0,0,0,27,13,5,0,0,0,0,0,0,0,6,2,0,7,11,0,0,0,0,0,0,0,0,0,401000
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,1,0,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
00:00.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000
00:00.0,0,0,0,0,0,0,62,9,18,9,0,0,40,0,0,11,0,0,52,0,8,29,0,0,0,31,0,0,0,0,0,0,0
00:00.0,0,53,13,16,6,0,0,0,0,0,0,0,1,0,0,1,10,4,1,1,1,0,0,0,4,0,0,0,2,0,24,0,53131660
00:00.0,3,0,1,0,8,56,0,2,0,0,0,0,0,0,0,0,9,17,42,2,6,0,0,8,7,10,0,0,0,4,0,0,3010856
00:00.0,17,7,2,18,29,2,4,0,1,10,1,4,16,6,14,0,0,51,2,2,1,5,5,0,0,0,9,1,18,1,0,0,177218292
00:00.0,11,1,0,9,1,2,6,26,16,0,0,2,54,13,2,0,7,0,1,8,34,40,0,2,24,0,0,21,1,1,0,0,1110912
00:00.0,0,0,1,0,3,23,0,0,0,10,0,1,4,12,2,0,5,8,0,0,0,0,0,0,0,0,0,8,0,4,0,0,10323
00:00.0,0,0,0,2,13,0,0,0,0,2,7,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
00:00.0,0,0,0,4,22,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42218
00:00.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0
00:00.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,1,0,0,0,0,13,0,0,0,0,200000
00:00.0,0,0,0,0,4,2,17,18,40,0,0,7,3,19,0,3,75,0,3,0,30,4,1,109,22,0,0,0,1,1,19,0,42
00:00.0,12,0,0,0,0,1,37,20,0,0,0,0,0,0,1,0,0,0,0,9,34,11,0,1,1,32,10,14,85,57,0,0,1200001
00:00.0,5,0,0,0,28,0,0,0,0,0,1,0,5,6,3,0,1,1,2,41,11,2,0,1,0,5,29,122,35,3,1,0,5000280
00:00.0,4,6,0,17,0,3,20,39,1,1,18,4,4,1,0,30,8,1,0,0,1,11,7,0,0,0,17,5,4,9,1,0,4601703
00:00.0,10,16,0,1,24,0,1,1,36,0,3,2,1,0,24,7,0,0,1,0,0,1,15,0,0,6,2,0,0,21,0,0,101601240
00:00.0,5,0,0,4,30,13,3,1,0,0,0,0,4,1,0,6,1,0,0,0,3,35,13,0,0,11,1,0,0,0,0,0,50043013
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
