,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Totall,TO
1970-01-01 00:00:00.000019846,0,0,0,4,22,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,42218.0
1970-01-01 00:00:00.000019847,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1970-01-01 00:00:00.000020256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1970-01-01 00:00:00.000020257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1970-01-01 00:00:00.000020258,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0.0,0.0
1970-01-01 00:00:00.000020259,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,1,0,0,0,0,13,0,0,0,0.0,200000.0
1970-01-01 00:00:00.000020260,0,0,0,0,4,2,17,18,40,0,0,7,3,19,0,3,75,0,3,0,30,4,1,109,22,0,0,0,1,1,19,0.0,42.0
1970-01-01 00:00:00.000020261,12,0,0,0,0,1,37,20,0,0,0,0,0,0,1,0,0,0,0,9,34,11,0,1,1,32,10,14,85,57,0,0.0,1200001.0
1970-01-01 00:00:00.000020262,5,0,0,0,28,0,0,0,0,0,1,0,5,6,3,0,1,1,2,41,11,2,0,1,0,5,29,122,35,3,1,0.0,5000280.0
1970-01-01 00:00:00.000020263,4,6,0,17,0,3,20,39,1,1,18,4,4,1,0,30,8,1,0,0,1,11,7,0,0,0,17,5,4,9,1,0.0,4601703.0
1970-01-01 00:00:00.000020264,10,16,0,1,24,0,1,1,36,0,3,2,1,0,24,7,0,0,1,0,0,1,15,0,0,6,2,0,0,21,0,0.0,101601240.0
1970-01-01 00:00:00.000020265,5,0,0,4,30,13,3,1,0,0,0,0,4,1,0,6,1,0,0,0,3,35,13,0,0,11,1,0,0,0,0,0.0,50043013.0
1970-01-01 00:00:00.000020266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1970-01-01 00:00:00.000020267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0
